name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value,ds_id,ds_qid
"Franciscus Aloysius Phillipus, with his eighteenth-century booklabel (Gelli 1908, p. 168); C. L. Ricketts, bought in November 1924 from Lathrop Harper; acquired by the Lilly Library with the Ricketts Collection in 1961",former owner,,,human;human;organization,"Franciscus Aloysius Phillipus;Coella Lindsay Ricketts;Lathrop C. Harper, Inc.",Q116785077;Q116771179;Q116785327,DSNAME610;DSNAME363;DSNAME476,Q1845;Q1527;Q1640
"Franciscus Aloysius Phillipus, with his eighteenth-century booklabel (Gelli 1908, p. 168); C. L. Ricketts, bought in November 1924 from Lathrop Harper; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;organization,"Franciscus Aloysius Phillipus;Coella Lindsay Ricketts;Lathrop C. Harper, Inc.",Q116785077;Q116771179;Q116785327,DSNAME610;DSNAME363;DSNAME476,Q1845;Q1527;Q1640
Franciscus Coscolla,scribe,,,human,Franciscus Coscolla,Q117448167,DSNAME330,Q1495
Franciscus de Mayronis,author,,,human,Francis of Mayrone,Q1995114,DSNAME4236,Q40681
Franciscus de Senis,author,,,human,Franciscus de Senis,Q125930795,DSNAME5702,Q42175
Franciscus Weert,scribe,,,human,Franciscus van Weert,Q91114218,DSNAME654,Q1889
Francis Edwards (Firm),former owner,,,organization,"Francis Edwards, Ltd.",Q120869246,DSNAME8054,Q68664
"Francis I, King of France, 1494-1547",author,,,human,Francis I of France,Q129857,DSNAME1017,Q4381
Francis of Assisi,author,,,human,Francis of Assisi,Q676555,DSNAME1191,Q6070
Francis Petrarch,author,,,human,Petrarch,Q1401,DSNAME2178,Q16486
François de Marcambie (16th century),former owner,,,human,François de Marcambie,Q125930796,DSNAME5703,Q42176
"Francoise Jullienne, on flyleaf",other,,,human,Françoise Jullienne,Q117448205,DSNAME551,Q1786
"Francoise Jullienne, on flyleaf.",other,,,human,Françoise Jullienne,Q117448205,DSNAME551,Q1786
Francois I of France,author,,,human,Francis I of France,Q129857,DSNAME1017,Q4381
"François-Nicolas Comynet (1791-1848), no. 168 in the list of manuscripts bought by him in 1825 from the municipality of Auxerre (Liber Prosperi De vita contemplativa, et liber Anselmi De processione Spiritus Sancti; sent by Comynet to the dealer Sylvestre, in Paris; the abbé Joseph-Félix Allard (1795-1831), translator of Tertullian and priest of St-Eustache in Paris",former owner,,,human;human,François-Nicolas Comynet;Joseph-Félix Allard,Q116785081;Q116785090,DSNAME416;DSNAME2205,Q1580;Q1581
"François-Nicolas Comynet (1791-1848), no. 168 in the list of manuscripts bought by him in 1825 from the municipality of Auxerre (Liber Prosperi De vita contemplativa, et liber Anselmi De processione Spiritus Sancti; sent by Comynet to the dealer Sylvestre, in Paris; the abbé Joseph-Félix Allard (1795-1831), translator of Tertullian and priest of St-Eustache in Paris,",former owner,,,human;human,François-Nicolas Comynet;Joseph-Félix Allard,Q116785081;Q116785090,DSNAME416;DSNAME2205,Q1580;Q1581
"Frank, Mortimer, 1874-1919",former owner,,,human,Mortimer Frank,Q96194150,DSNAME7996,Q68606
"Frankland, Thomas",author,,,human,"Sir Thomas Frankland, 2nd Baronet",Q7529120,DSNAME2538,Q17746
Franziskanerkloster Innichen,former owner,,,organization,Franciscan Friary Innichen,Q1450332,DSNAME2140,Q16451
"Franz Josef II, Prince of Liechtenstein, 1906-1989",former owner,,http://id.loc.gov/authorities/names/nr88008432,human,"Franz Joseph II, Prince of Liechtenstein",Q165674,DSNAME1169,Q5496
"Franz Josef II, Prince of Liechtenstein, 1906-1989",former owner,,,human,"Franz Joseph II, Prince of Liechtenstein",Q165674,DSNAME1169,Q5496
"Frasconi, Carlo Francesco, 1754-1836",former owner,,,human,Carlo Francesco Frasconi,Q112416683,DSNAME8092,Q68796
Frater Julianus of Florence,artist,,,human,Frater Julianus of Florence,Q125930797,DSNAME5704,Q42177
Fraternità di Santa Maria di Portico di Camollia,author,,,organization,Santa Maria in Portico a Fontegiusta,Q3674136,DSNAME1642,Q8211
Fraternità di Santa Maria di Portico di Camollia,author,,,organization,Santa Maria in Portico a Fontegiusta,Q3674136,DSNAME1642,Q8211
Frater Pauli de Scledo,former owner,,,human,Frater Pauli de Scledo,Q122873318,DSNAME2985,Q20296
Frater Salvator Orlandini de Lanciolina,former owner,,,human,Frater Salvator Orlandini de Lanciolina,Q122873458,DSNAME2959,Q20271
Frater Santi de Bon Cor de Sutele,author,,,human,Frater Santi de Bon Cor de Sutele,Q122873460,DSNAME2966,Q20277
Fra Valentino,scribe,,,human,Fra Valentino,Q117338275,DSNAME648,Q1883
Fred Alpers,former owner,,,human,Fred Alpers,Q125930799,DSNAME5705,Q42178
Frederick B. Artz,former owner,,,human,Frederick Binkerd Artz,Q52156821,DSNAME4237,Q40682
Frederick B. Artz.,former owner,,,human,Frederick Binkerd Artz,Q52156821,DSNAME4237,Q40682
"Frederick II, Holy Roman Emperor, 1194-1250",author,,,human,"Frederick II, Holy Roman Emperor",Q130221,DSNAME4238,Q40683
Frederick II of Denmark 1534-1588,author,,,human,Frederick II of Denmark,Q154041,DSNAME4239,Q40684
"Frederick Lewis, Philadelphia",former owner,,,human,John Frederick Lewis,Q78163033,DSNAME949,Q3788
Frederick R. Kill Harford,former owner,,,human,Frederick Kill Harford,Q54364085,DSNAME2929,Q20244
"Frédéric Masson (1847–1923), of Paris; C. L. Ricketts, bought in Paris in 1927 from E. Nourry; acquired by the Lilly Library with the Ricketts Collection in 1961",former owner,,,human;human;human,Frédéric Masson;Émile Nourry;Coella Lindsay Ricketts,Q690442;Q2116911;Q116771179,DSNAME3616;DSNAME674;DSNAME363,Q38336;Q1909;Q1527
"Frédéric Masson (1847–1923), of Paris; C. L. Ricketts, bought in Paris in 1927 from E. Nourry; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,Frédéric Masson;Émile Nourry;Coella Lindsay Ricketts,Q690442;Q2116911;Q116771179,DSNAME3616;DSNAME674;DSNAME363,Q38336;Q1909;Q1527
"Frédol, Bérenger, -1323",author,,,human,Bérenger de Frédol,Q108450181,DSNAME8656,Q100382
"Freducci, Conte di Ottomano, active 1497-1539",author,,,human,Conte di Ottomano Freducci,Q93854707,DSNAME7333,Q67579
Free Library of Philadelphia,former owner,,,organization,Free Library of Philadelphia,Q3087288,DSNAME2581,Q18629
Free Library of Philadelphia.,former owner,,,organization,Free Library of Philadelphia,Q3087288,DSNAME2581,Q18629
"Freeman, Gladys",former owner,,,human,Gladys Freeman,Q75280425,DSNAME2268,Q16571
"Freher, Marquard, 1565-1614",author,,,human,Marquard Freher,Q108664,DSNAME4240,Q40685
"Freire, João, active 1546",author,,,human,João Freire,Q10311528,DSNAME4241,Q40686
"Freisleben, Leonhard, active 1523-1540",author,,,human,Leonhard Freisleben,Q94867591,DSNAME1322,Q7070
Frescobaldi family,former owner,,,organization,Frescobaldi,Q45098386,DSNAME5539,Q41984
"Freudenheim, Betty",former owner,,,human,Betty Freudenheim,Q124255030,DSNAME4242,Q40687
"Freudenheim, Milton B., 1927-",former owner,,,human,Milt Freudenheim,Q114602578,DSNAME7400,Q67646
"Frezzi, Federico, approximately 1346-1416",author,,,human,Federico Frezzi,Q2034402,DSNAME8038,Q68648
"Frías, Damasio de, active 16th century",author,,,human,Damasio de Frías,Q113818701,DSNAME4051,Q40496
"Fribois, Noël de fl. 1400-1468",author,,,human,Noël de Fribois,Q111210803,DSNAME4243,Q40688
"Fribois, Noël de fl. 1400-1468.",author,,,human,Noël de Fribois,Q111210803,DSNAME4243,Q40688
Friderici de Schennis,former owner,,,human,Friedrich von Schennis,Q24701295,DSNAME1314,Q7062
"Friedman, F., 1897-1943",former owner,,,human,F Friedman,Q67913816,DSNAME4244,Q40689
"Friedman, Harry G. 1881-1965",former owner,,,human,Harry G. Friedman,Q124130454,DSNAME3197,Q27981
"Fries, Lorenz, 1491-1550",author,,,human,Lorenz Fries,Q95863,DSNAME4245,Q40690
Fritz Finkenstaedt,former owner,,,human,Fritz Finkenstaedt,Q99030392,DSNAME5706,Q42179
"Fróis, Luís, -1597",author,,,human,Luís Fróis,Q553687,DSNAME7341,Q67587
"Froissard, Pierre, -1599",author,,,human,Pierre Froissard,Q131623165,DSNAME7139,Q67385
"Froissart, Jean, 1338?-1410",author,,,human,Jean Froissart,Q315000,DSNAME4246,Q40691
From a codex disassembled and distributed to various libraries by Stanley S. Slotkin.,former owner,,,human,Stanley Slotkin,Q7599952,DSNAME4101,Q40546
"From a manuscript bequeathed to Beauvais Cathedral by Robert de Hangest (d. 1356); the cathedral library was dispersed at the French Revolution; a group of its best manuscripts re-appeared in the sale of the architect Gay, Lyons, October 1833",former owner,,,organization;human,Beauvais Cathedral;Robert de Hangest,Q513300;Q116785131,DSNAME455;DSNAME2210,Q1619;Q1620
"From a manuscript bequeathed to Beauvais Cathedral by Robert de Hangest (d. 1356); the cathedral library was dispersed at the French Revolution; a group of its best manuscripts re-appeared in the sale of the architect Gay, Lyons, October 1833;",former owner,,,organization;human,Beauvais Cathedral;Robert de Hangest,Q513300;Q116785131,DSNAME455;DSNAME2210,Q1619;Q1620
"From a solicitor's office in Halifax; acquired, from a clerk who came to America ca. 1900, by Frederick W. Gnichtel (1860-1950); his gift in 1915",former owner,,,human,Frederick W. Gnichtel,Q116860314,DSNAME706,Q1941
"From a solicitor's office in Halifax; acquired, from a clerk who came to America ca. 1900, by Frederick W. Gnichtel (1860-1950); his gift in 1915.",former owner,,,human,Frederick W. Gnichtel,Q116860314,DSNAME706,Q1941
From the Astor collection,former owner,,,human,Astor family,Q661575,DSNAME4247,Q40692
From the Astor collection.,former owner,,,human,Astor family,Q661575,DSNAME4247,Q40692
"From the chapel of Compagnia della Vergine Maria in Cento; Ernst F. Detterer (1888-1947), bought in 1913 from J. Lewine; bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958",former owner,,,organization,"Compagnia della Vergine Maria (Cento, Italy)",Q116785169,DSNAME646,Q1881
"From the chapel of Compagnia della Vergine Maria in Cento; Ernst F. Detterer (1888-1947), bought in 1913 from J. Lewine; bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization,"Compagnia della Vergine Maria (Cento, Italy)",Q116785169,DSNAME646,Q1881
"From the codex made for Leonello d'Este. Brought to Wales as war booty by 1813, already in a damaged state, by the Rolls family, later enobled as Barons Llangattock, of The Hendre, Monmouth (Llangattock sale, London, Christie's, 8 December 1958, lot 190)",former owner,,,human;organization,"Leonello d'Este, Marquis of Ferrara;Baron Llangattock",Q1379797;Q4862572,DSNAME303;DSNAME304,Q1105;Q1106
"From the codex made for Leonello d'Este. Brought to Wales as war booty by 1813, already in a damaged state, by the Rolls family, later enobled as Barons Llangattock, of The Hendre, Monmouth (Llangattock sale, London, Christie's, 8 December 1958, lot 190);",former owner,,,human;organization,"Leonello d'Este, Marquis of Ferrara;Baron Llangattock",Q1379797;Q4862572,DSNAME303;DSNAME304,Q1105;Q1106
"from the collection of specimen leaves formed by Messrs. W.H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958",former owner,,,human,George Amos Poole,Q64683625,DSNAME360,Q1524
"from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958",former owner,,,human;organization,George Amos Poole;William H. Robinson Ltd.,Q64683625;Q116786331,DSNAME360;DSNAME430,Q1524;Q1594
"from the collection of specimen leaves formed by Messrs. W.H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human,George Amos Poole,Q64683625,DSNAME360,Q1524
"from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human;organization,George Amos Poole;William H. Robinson Ltd.,Q64683625;Q116786331,DSNAME360;DSNAME430,Q1524;Q1594
"from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-6, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958",former owner,,,organization;human,William H. Robinson Ltd.;George Amos Poole,Q116786331;Q64683625,DSNAME430;DSNAME360,Q1594;Q1524
"from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-6, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization;human,William H. Robinson Ltd.;George Amos Poole,Q116786331;Q64683625,DSNAME430;DSNAME360,Q1594;Q1524
"From the collection of the Abate Matteo Luigi Canonici (1727-1806), purchased in 1835 by Rev. Walter Sneyd (1810?-1888); his sale, London, 1903, n. 344 to Quaritch; given to the Grolier Club in 1912 by Archer M. Huntington (Grolier member, 1894-1955)",former owner,,,human;human;organization;human,Matteo Luigi Canonici;Walter Sneyd;Bernard Quaritch Ltd;Archer Milton Huntington,Q55226394;Q62619661;Q65034936;Q4785964,DSNAME277;DSNAME278;DSNAME279;DSNAME280,Q890;Q891;Q892;Q893
"From the collection of the Abate Matteo Luigi Canonici (1727-1806), purchased in 1835 by Rev. Walter Sneyd (1810?-1888); his sale, London, 1903, n. 344 to Quaritch; given to the Grolier Club in 1912 by Archer M. Huntington (Grolier member, 1894-1955).",former owner,,,human;human;organization;human,Matteo Luigi Canonici;Walter Sneyd;Bernard Quaritch Ltd;Archer Milton Huntington,Q55226394;Q62619661;Q65034936;Q4785964,DSNAME277;DSNAME278;DSNAME279;DSNAME280,Q890;Q891;Q892;Q893
From the leaves of Otto F. Ege (1888-1951),former owner,,,human,Otto Ege,Q7109575,DSNAME220,Q808
From the leaves of Otto F. Ege (1888-1951).,former owner,,,human,Otto Ege,Q7109575,DSNAME220,Q808
"From the Missal of Cardinal Antoniotto Pallavicini (1442-1507), who gave it to the Sistine Chapel, in the Vatican, where it was recorded in 1714; probably looted during the French occupation of Rome in 1798; the abate Luigi-Celotti (c. 1768-c. 1846), who probably cut it up",former owner,,,human;organization;human,Antonio Pallavicini Gentili;Sistine Chapel;Luigi Celotti,Q2345146;Q2943;Q113774991,DSNAME639;DSNAME640;DSNAME2371,Q1874;Q1875;Q1636
"From the Missal of Cardinal Antoniotto Pallavicini (1442-1507), who gave it to the Sistine Chapel, in the Vatican, where it was recorded in 1714; probably looted during the French occupation of Rome in 1798; the abate Luigi-Celotti (c. 1768-c. 1846), who probably cut it up;",former owner,,,human;organization;human,Antonio Pallavicini Gentili;Sistine Chapel;Luigi Celotti,Q2345146;Q2943;Q113774991,DSNAME639;DSNAME640;DSNAME2371,Q1874;Q1875;Q1636
"From the pontifical made for Charles-Orland, son of Charles VIII and Anne de Bretagne (but d. at age 3 in 1496); probably to Geoffroy de Pompadour (d. 1514); Frederick Perkins; Sir Leicester Harmsworth; Estelle Doheny.",former owner,,,human;human;human;human;human,"Charles Orlando, Dauphin of France;Geoffroy de Pompadour;Frederick Perkins;Leicester Harmsworth;Estelle Doheny",Q2958270;Q96587811;Q18671229;Q6519187;Q56007535,DSNAME8652;DSNAME8653;DSNAME293;DSNAME574;DSNAME4098,Q100353;Q100354;Q906;Q1809;Q40543
"From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron",former owner,,,organization,Cistercian Abbey of Beaupré,Q2698735,DSNAME461,Q1625
"From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron;",former owner,,,organization,Cistercian Abbey of Beaupré,Q2698735,DSNAME461,Q1625
"From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron; gothic foliation in roman numerals added during the revision of the text under Jacquemine Hendricx, abbess of Beaupré 1473-1500",former owner,,,organization;human,Cistercian Abbey of Beaupré;Jacquemine Hendricx,Q2698735;Q116785243,DSNAME461;DSNAME462,Q1625;Q1626
"From volume III of the Antiphoner made for the prioress of the Cistercian nunnery of Beaupré (founded 1228, suppressed 1796), at Grimminge, east of Brussels and north of Cambron; gothic foliation in roman numerals added during the revision of the text under Jacquemine Hendricx, abbess of Beaupré 1473-1500,",former owner,,,organization;human,Cistercian Abbey of Beaupré;Jacquemine Hendricx,Q2698735;Q116785243,DSNAME461;DSNAME462,Q1625;Q1626
"Frost, H. Harvey",former owner,,,human,Henry Harvey Frost,Q63158037,DSNAME2285,Q16587
"Frost, Henry Harvey",former owner,,,human,Henry Harvey Frost,Q63158037,DSNAME2285,Q16587
"Fry, Muriel Agnes, active 20th century",former owner,,,human,Muriel Agnes Fry,Q123274762,DSNAME2306,Q16607
"Frye, Richard Nelson, 1920-",former owner,,,human,Richard N. Frye,Q685767,DSNAME4248,Q40693
Fucecchio (Italy). Podestà,author,,,organization,Fucecchio,Q82699,DSNAME1683,Q8398
Fucecchio (Italy). Podestà,author,,,organization,Fucecchio,Q82699,DSNAME1683,Q8398
"Fugger, Marcus, 1529-1597",former owner,,,human,Markus Fugger,Q115254,DSNAME199,Q472
"Fugger, Marcus, 1529-1597",former owner,,http://id.loc.gov/authorities/names/n82089479,human,Markus Fugger,Q115254,DSNAME199,Q472
"Fugger, Ulricus, 1526-1584",former owner,,http://id.loc.gov/authorities/names/no94020341,human,Ulrich Fugger,Q3547961,DSNAME136,Q409
"Fugger, Ulricus, 1526-1584",former owner,,,human,Ulrich Fugger,Q3547961,DSNAME136,Q409
"Fuhrmann, Otto W",former owner,,,human,Otto Walter Fuhrmann,Q110215361,DSNAME4249,Q40694
"Fujiwara, Sadaie, 1162-1241",author,"藤原定家, 1162-1241",http://id.loc.gov/authorities/names/n80010353,human,Fujiwara no Teika,Q378425,DSNAME2069,Q12878
Fulgentius of Ruspa,author,,,human,Fulgentius of Ruspe,Q380089,DSNAME4250,Q40695
Fulgentius Ruspensis (Claudius Gordianus Fulgentius),author,,,human,Fulgentius of Ruspe,Q380089,DSNAME4250,Q40695
"Fuller, A. W. F",former owner,,,human,A. W. F. Fuller,Q4648509,DSNAME2521,Q17730
"Fuller, Alfred Walter Francis",former owner,,,human,A. W. F. Fuller,Q4648509,DSNAME2521,Q17730
Fürsten- und Landesschule St. Augustin zu Grimma (Germany). Bibliothek,former owner,,,organization,Fürstenschule,Q1483333,DSNAME5540,Q41985
"Fürstlich Fürstenbergische Hofbibliothek (Donaueschingen, Germany)",former owner,,,organization,Donaueschingen court library,Q176893,DSNAME879,Q3280
"Fürstlich Fürstenbergische Hofbibliothek (Donaueschingen, Germany)",former owner,,http://id.loc.gov/authorities/names/n86126584,organization,Donaueschingen court library,Q176893,DSNAME879,Q3280
"Fürstlich Fürstenbergische Hofbibliothek (Donaueschingen, Germany)",former owner,,http://id.loc.gov/authorities/names/n86126584,organization,Donaueschingen court library,Q176893,DSNAME879,Q3280
"Fürstlich Fürstenbergische Hofbibliothek (Donaueschingen, Germany)",former owner,,,organization,Donaueschingen court library,Q176893,DSNAME879,Q3280
